ε;σ;σ_MPa;Action;Vlaga;Type;Class;Color;Text
-0.00015;-504;-0.504;C;1;1;10;2;
-0.0001;-504;-0.504;C;1;1;10;2;
-0.0000159;-302;-0.302;C;1;1;10;2;
0;0;0;C;1;1;10;1;
0.000171;3240;3.24;C;1;1;10;1;
0.002;5400;5.4;C;1;1;10;1;
0.0035;5400;5.4;C;1;1;10;1;
-0.00036;-454;-0.454;CL;1;1;10;2;
-0.00028;-454;-0.454;CL;1;1;10;2;
-0.0000945;-272;-0.272;CL;1;1;10;2;
0;0;0;CL;1;1;10;3;
0.00101;2920;2.92;CL;1;1;10;3;
0.004;4860;4.86;CL;1;1;10;3;
0.0056;4860;4.86;CL;1;1;10;3;
-0.00015;-850;-0.85;N;1;1;10;2;
-0.0001;-850;-0.85;N;1;1;10;2;
-0.0000268;-510;-0.51;N;1;1;10;2;
0;0;0;N;1;1;10;4;
0.000237;4500;4.5;N;1;1;10;4;
0.002;7500;7.5;N;1;1;10;4;
0.0035;7500;7.5;N;1;1;10;4;
-0.00036;-850;-0.85;NL;1;1;10;2;
-0.00028;-850;-0.85;NL;1;1;10;2;
-0.000177;-510;-0.51;NL;1;1;10;2;
0;0;0;NL;1;1;10;5;
0.001563158;4500;4.5;NL;1;1;10;5;
0.004;7500;7.5;NL;1;1;10;5;
0.0056;7500;7.5;NL;1;1;10;5;
-0.00015;-504;-0.504;C;2;1;10;2;
-0.0001;-504;-0.504;C;2;1;10;2;
-0.0000159;-302;-0.302;C;2;1;10;2;
0;0;0;C;2;1;10;1;
0.000171;3240;3.24;C;2;1;10;1;
0.002;5400;5.4;C;2;1;10;1;
0.0035;5400;5.4;C;2;1;10;1;
-0.00031;-454;-0.454;CL;2;1;10;2;
-0.00024;-454;-0.454;CL;2;1;10;2;
-0.0000702;-272;-0.272;CL;2;1;10;2;
0;0;0;CL;2;1;10;3;
0.000752;2916;2.92;CL;2;1;10;3;
0.0034;4860;4.86;CL;2;1;10;3;
0.0048;4860;4.86;CL;2;1;10;3;
-0.00015;-850;-0.85;N;2;1;10;2;
-0.0001;-850;-0.85;N;2;1;10;2;
-0.0000268;-510;-0.51;N;2;1;10;2;
0;0;0;N;2;1;10;4;
0.000237;4500;4.5;N;2;1;10;4;
0.002;7500;7.5;N;2;1;10;4;
0.0035;7500;7.5;N;2;1;10;4;
-0.00031;-850;-0.85;NL;2;1;10;2;
-0.00024;-850;-0.85;NL;2;1;10;2;
-0.000132;-510;-0.51;NL;2;1;10;2;
0;0;0;NL;2;1;10;5;
0.001160526;4500;4.5;NL;2;1;10;5;
0.0034;7500;7.5;NL;2;1;10;5;
0.0048;7500;7.5;NL;2;1;10;5;
-0.00015;-504;-0.504;C;3;1;10;2;
-0.0001;-504;-0.504;C;3;1;10;2;
-0.0000159;-302.4;-0.302;C;3;1;10;2;
0;0;0;C;3;1;10;1;
0.000171;3240;3.24;C;3;1;10;1;
0.002;5400;5.4;C;3;1;10;1;
0.0035;5400;5.4;C;3;1;10;1;
-0.00027;-453.6;-0.454;CL;3;1;10;2;
-0.00021;-453.6;-0.454;CL;3;1;10;2;
-0.0000544;-272.16;-0.272;CL;3;1;10;2;
0;0;0;CL;3;1;10;3;
0.000583;2916;2.92;CL;3;1;10;3;
0.003;4860;4.86;CL;3;1;10;3;
0.0042;4860;4.86;CL;3;1;10;3;
-0.00015;-850;-0.85;N;3;1;10;2;
-0.0001;-850;-0.85;N;3;1;10;2;
-0.0000268;-510;-0.51;N;3;1;10;2;
0;0;0;N;3;1;10;4;
0.000237;4500;4.5;N;3;1;10;4;
0.002;7500;7.5;N;3;1;10;4;
0.0035;7500;7.5;N;3;1;10;4;
-0.00027;-850;-0.85;NL;3;1;10;2;
-0.00021;-850;-0.85;NL;3;1;10;2;
-0.000102;-510;-0.51;NL;3;1;10;2;
0;0;0;NL;3;1;10;5;
0.0009;4500;4.5;NL;3;1;10;5;
0.003;7500;7.5;NL;3;1;10;5;
0.0042;7500;7.5;NL;3;1;10;5;
-0.00015;-504;-0.504;C;1;2;10;2;
-0.00008;-504;-0.504;C;1;2;10;2;
0;0;0;C;1;2;10;1;
0.0015;5400;5.4;C;1;2;10;1;
0.0035;5400;5.4;C;1;2;10;1;
-0.00036;-453.6;-0.454;CL;1;2;10;2;
-0.00026;-453.6;-0.454;CL;1;2;10;2;
0;0;0;CL;1;2;10;3;
0.0034;4860;4.86;CL;1;2;10;3;
0.0056;4860;4.86;CL;1;2;10;3;
-0.00015;-850;-0.85;N;1;2;10;2;
-0.00008;-850;-0.85;N;1;2;10;2;
0;0;0;N;1;2;10;4;
0.0015;7500;7.5;N;1;2;10;4;
0.0035;7500;7.5;N;1;2;10;4;
-0.00036;-850;-0.85;NL;1;2;10;2;
-0.00026;-850;-0.85;NL;1;2;10;2;
0;0;0;NL;1;2;10;5;
0.0034;7500;7.5;NL;1;2;10;5;
0.0056;7500;7.5;NL;1;2;10;5;
-0.00015;-504;-0.504;C;2;2;10;2;
-0.00008;-504;-0.504;C;2;2;10;2;
0;0;0;C;2;2;10;1;
0.0015;5400;5.4;C;2;2;10;1;
0.0035;5400;5.4;C;2;2;10;1;
-0.00031;-453.6;-0.454;CL;2;2;10;2;
-0.00022;-453.6;-0.454;CL;2;2;10;2;
0;0;0;CL;2;2;10;3;
0.0028;4860;4.86;CL;2;2;10;3;
0.0048;4860;4.86;CL;2;2;10;3;
-0.00015;-850;-0.85;N;2;2;10;2;
-0.00008;-850;-0.85;N;2;2;10;2;
0;0;0;N;2;2;10;4;
0.0015;7500;7.5;N;2;2;10;4;
0.0035;7500;7.5;N;2;2;10;4;
-0.00031;-850;-0.85;NL;2;2;10;2;
-0.00022;-850;-0.85;NL;2;2;10;2;
0;0;0;NL;2;2;10;5;
0.0028;7500;7.5;NL;2;2;10;5;
0.0048;7500;7.5;NL;2;2;10;5;
-0.00015;-504;-0.504;C;3;2;10;2;
-0.00008;-504;-0.504;C;3;2;10;2;
0;0;0;C;3;2;10;1;
0.0015;5400;5.4;C;3;2;10;1;
0.0035;5400;5.4;C;3;2;10;1;
-0.00027;-453.6;-0.454;CL;3;2;10;2;
-0.00019;-453.6;-0.454;CL;3;2;10;2;
0;0;0;CL;3;2;10;3;
0.0024;4860;4.86;CL;3;2;10;3;
0.0042;4860;4.86;CL;3;2;10;3;
-0.00015;-850;-0.85;N;3;2;10;2;
-0.00008;-850;-0.85;N;3;2;10;2;
0;0;0;N;3;2;10;4;
0.0015;7500;7.5;N;3;2;10;4;
0.0035;7500;7.5;N;3;2;10;4;
-0.00027;-850;-0.85;NL;3;2;10;2;
-0.00019;-850;-0.85;NL;3;2;10;2;
0;0;0;NL;3;2;10;5;
0.0024;7500;7.5;NL;3;2;10;5;
0.0042;7500;7.5;NL;3;2;10;5;
-0.00015;-675;-0.675;C;1;1;15;2;
-0.0001;-675;-0.675;C;1;1;15;2;
-0.0000169;-405;-0.405;C;1;1;15;2;
0;0;0;C;1;1;15;1;
0.000191;4590;4.59;C;1;1;15;1;
0.002;7650;7.65;C;1;1;15;1;
0.0035;7650;7.65;C;1;1;15;1;
-0.00036;-608;-0.608;CL;1;1;15;2;
-0.00028;-608;-0.608;CL;1;1;15;2;
-0.0000881;-365;-0.365;CL;1;1;15;2;
0;0;0;CL;1;1;15;3;
0.000998;4130;4.13;CL;1;1;15;3;
0.004;6885;6.89;CL;1;1;15;3;
0.0056;6885;6.89;CL;1;1;15;3;
-0.00015;-1100;-1.1;N;1;1;15;2;
-0.0001;-1100;-1.1;N;1;1;15;2;
-0.0000275;-660;-0.66;N;1;1;15;2;
0;0;0;N;1;1;15;4;
0.000275;6600;6.6;N;1;1;15;4;
0.002;11000;11;N;1;1;15;4;
0.0035;11000;11;N;1;1;15;4;
-0.00036;-1100;-1.1;NL;1;1;15;2;
-0.00028;-1100;-1.1;NL;1;1;15;2;
-0.00016;-660;-0.66;NL;1;1;15;2;
0;0;0;NL;1;1;15;5;
0.001595;6600;6.6;NL;1;1;15;5;
0.004;11000;11;NL;1;1;15;5;
0.0056;11000;11;NL;1;1;15;5;
-0.00015;-675;-0.675;C;2;1;15;2;
-0.0001;-675;-0.675;C;2;1;15;2;
-0.0000169;-405;-0.405;C;2;1;15;2;
0;0;0;C;2;1;15;1;
0.000191;4590;4.59;C;2;1;15;1;
0.002;7650;7.65;C;2;1;15;1;
0.0035;7650;7.65;C;2;1;15;1;
-0.00031;-608;-0.608;CL;2;1;15;2;
-0.00024;-608;-0.608;CL;2;1;15;2;
-0.0000668;-365;-0.365;CL;2;1;15;2;
0;0;0;CL;2;1;15;3;
0.000757;4131;4.13;CL;2;1;15;3;
0.0034;6885;6.89;CL;2;1;15;3;
0.0048;6885;6.89;CL;2;1;15;3;
-0.00015;-1100;-1.1;N;2;1;15;2;
-0.0001;-1100;-1.1;N;2;1;15;2;
-0.0000275;-660;-0.66;N;2;1;15;2;
0;0;0;N;2;1;15;4;
0.000275;6600;6.6;N;2;1;15;4;
0.002;11000;11;N;2;1;15;4;
0.0035;11000;11;N;2;1;15;4;
-0.00031;-1100;-1.1;NL;2;1;15;2;
-0.00024;-1100;-1.1;NL;2;1;15;2;
-0.000121;-660;-0.66;NL;2;1;15;2;
0;0;0;NL;2;1;15;5;
0.00121;6600;6.6;NL;2;1;15;5;
0.0034;11000;11;NL;2;1;15;5;
0.0048;11000;11;NL;2;1;15;5;
-0.00015;-675;-0.675;C;3;1;15;2;
-0.0001;-675;-0.675;C;3;1;15;2;
-0.0000169;-405;-0.405;C;3;1;15;2;
0;0;0;C;3;1;15;1;
0.000191;4590;4.59;C;3;1;15;1;
0.002;7650;7.65;C;3;1;15;1;
0.0035;7650;7.65;C;3;1;15;1;
-0.00027;-607.5;-0.608;CL;3;1;15;2;
-0.00021;-607.5;-0.608;CL;3;1;15;2;
-0.0000516;-364.5;-0.365;CL;3;1;15;2;
0;0;0;CL;3;1;15;3;
0.000585;4131;4.13;CL;3;1;15;3;
0.003;6885;6.89;CL;3;1;15;3;
0.0042;6885;6.89;CL;3;1;15;3;
-0.00015;-1100;-1.1;N;3;1;15;2;
-0.0001;-1100;-1.1;N;3;1;15;2;
-0.0000275;-660;-0.66;N;3;1;15;2;
0;0;0;N;3;1;15;4;
0.000275;6600;6.6;N;3;1;15;4;
0.002;11000;11;N;3;1;15;4;
0.0035;11000;11;N;3;1;15;4;
-0.00027;-1100;-1.1;NL;3;1;15;2;
-0.00021;-1100;-1.1;NL;3;1;15;2;
-0.0000935;-660;-0.66;NL;3;1;15;2;
0;0;0;NL;3;1;15;5;
0.000935;6600;6.6;NL;3;1;15;5;
0.003;11000;11;NL;3;1;15;5;
0.0042;11000;11;NL;3;1;15;5;
-0.00015;-675;-0.675;C;1;2;15;2;
-0.00008;-675;-0.675;C;1;2;15;2;
0;0;0;C;1;2;15;1;
0.0015;7650;7.65;C;1;2;15;1;
0.0035;7650;7.65;C;1;2;15;1;
-0.00036;-607.5;-0.608;CL;1;2;15;2;
-0.00026;-607.5;-0.608;CL;1;2;15;2;
0;0;0;CL;1;2;15;3;
0.0034;6885;6.89;CL;1;2;15;3;
0.0056;6885;6.89;CL;1;2;15;3;
-0.00015;-1100;-1.1;N;1;2;15;2;
-0.00008;-1100;-1.1;N;1;2;15;2;
0;0;0;N;1;2;15;4;
0.0015;11000;11;N;1;2;15;4;
0.0035;11000;11;N;1;2;15;4;
-0.00036;-1100;-1.1;NL;1;2;15;2;
-0.00026;-1100;-1.1;NL;1;2;15;2;
0;0;0;NL;1;2;15;5;
0.0034;11000;11;NL;1;2;15;5;
0.0056;11000;11;NL;1;2;15;5;
-0.00015;-675;-0.675;C;2;2;15;2;
-0.00008;-675;-0.675;C;2;2;15;2;
0;0;0;C;2;2;15;1;
0.0015;7650;7.65;C;2;2;15;1;
0.0035;7650;7.65;C;2;2;15;1;
-0.00031;-607.5;-0.608;CL;2;2;15;2;
-0.00022;-607.5;-0.608;CL;2;2;15;2;
0;0;0;CL;2;2;15;3;
0.0028;6885;6.89;CL;2;2;15;3;
0.0048;6885;6.89;CL;2;2;15;3;
-0.00015;-1100;-1.1;N;2;2;15;2;
-0.00008;-1100;-1.1;N;2;2;15;2;
0;0;0;N;2;2;15;4;
0.0015;11000;11;N;2;2;15;4;
0.0035;11000;11;N;2;2;15;4;
-0.00031;-1100;-1.1;NL;2;2;15;2;
-0.00022;-1100;-1.1;NL;2;2;15;2;
0;0;0;NL;2;2;15;5;
0.0028;11000;11;NL;2;2;15;5;
0.0048;11000;11;NL;2;2;15;5;
-0.00015;-675;-0.675;C;3;2;15;2;
-0.00008;-675;-0.675;C;3;2;15;2;
0;0;0;C;3;2;15;1;
0.0015;7650;7.65;C;3;2;15;1;
0.0035;7650;7.65;C;3;2;15;1;
-0.00027;-607.5;-0.608;CL;3;2;15;2;
-0.00019;-607.5;-0.608;CL;3;2;15;2;
0;0;0;CL;3;2;15;3;
0.0024;6885;6.89;CL;3;2;15;3;
0.0042;6885;6.89;CL;3;2;15;3;
-0.00015;-1100;-1.1;N;3;2;15;2;
-0.00008;-1100;-1.1;N;3;2;15;2;
0;0;0;N;3;2;15;4;
0.0015;11000;11;N;3;2;15;4;
0.0035;11000;11;N;3;2;15;4;
-0.00027;-1100;-1.1;NL;3;2;15;2;
-0.00019;-1100;-1.1;NL;3;2;15;2;
0;0;0;NL;3;2;15;5;
0.0024;11000;11;NL;3;2;15;5;
0.0042;11000;11;NL;3;2;15;5;
-0.00015;-810;-0.81;C;1;1;20;2;
-0.0001;-810;-0.81;C;1;1;20;2;
-0.0000177;-486;-0.486;C;1;1;20;2;
0;0;0;C;1;1;20;1;
0.000226;6210;6.21;C;1;1;20;1;
0.002;10350;10.4;C;1;1;20;1;
0.0035;10350;10.4;C;1;1;20;1;
-0.00036;-729;-0.729;CL;1;1;20;2;
-0.00028;-729;-0.729;CL;1;1;20;2;
-0.0000795;-437;-0.437;CL;1;1;20;2;
0;0;0;CL;1;1;20;3;
0.00102;5590;5.59;CL;1;1;20;3;
0.004;9315;9.32;CL;1;1;20;3;
0.0056;9315;9.32;CL;1;1;20;3;
-0.00015;-1350;-1.35;N;1;1;20;2;
-0.0001;-1350;-1.35;N;1;1;20;2;
-0.0000295;-810;-0.81;N;1;1;20;2;
0;0;0;N;1;1;20;4;
0.000327;9000;9;N;1;1;20;4;
0.002;15000;15;N;1;1;20;4;
0.0035;15000;15;N;1;1;20;4;
-0.00036;-1350;-1.35;NL;1;1;20;2;
-0.00028;-1350;-1.35;NL;1;1;20;2;
-0.000147;-810;-0.81;NL;1;1;20;2;
0;0;0;NL;1;1;20;5;
0.001636364;9000;9;NL;1;1;20;5;
0.004;15000;15;NL;1;1;20;5;
0.0056;15000;15;NL;1;1;20;5;
-0.00015;-810;-0.81;C;2;1;20;2;
-0.0001;-810;-0.81;C;2;1;20;2;
-0.0000177;-486;-0.486;C;2;1;20;2;
0;0;0;C;2;1;20;1;
0.000226;6210;6.21;C;2;1;20;1;
0.002;10350;10.4;C;2;1;20;1;
0.0035;10350;10.4;C;2;1;20;1;
-0.00031;-729;-0.729;CL;2;1;20;2;
-0.00024;-729;-0.729;CL;2;1;20;2;
-0.0000604;-437;-0.437;CL;2;1;20;2;
0;0;0;CL;2;1;20;3;
0.000772;5589;5.59;CL;2;1;20;3;
0.0034;9315;9.32;CL;2;1;20;3;
0.0048;9315;9.32;CL;2;1;20;3;
-0.00015;-1350;-1.35;N;2;1;20;2;
-0.0001;-1350;-1.35;N;2;1;20;2;
-0.0000295;-810;-0.81;N;2;1;20;2;
0;0;0;N;2;1;20;4;
0.000327;9000;9;N;2;1;20;4;
0.002;15000;15;N;2;1;20;4;
0.0035;15000;15;N;2;1;20;4;
-0.00031;-1350;-1.35;NL;2;1;20;2;
-0.00024;-1350;-1.35;NL;2;1;20;2;
-0.000112;-810;-0.81;NL;2;1;20;2;
0;0;0;NL;2;1;20;5;
0.001243636;9000;9;NL;2;1;20;5;
0.0034;15000;15;NL;2;1;20;5;
0.0048;15000;15;NL;2;1;20;5;
-0.00015;-810;-0.81;C;3;1;20;2;
-0.0001;-810;-0.81;C;3;1;20;2;
-0.0000177;-486;-0.486;C;3;1;20;2;
0;0;0;C;3;1;20;1;
0.000226;6210;6.21;C;3;1;20;1;
0.002;10350;10.4;C;3;1;20;1;
0.0035;10350;10.4;C;3;1;20;1;
-0.00027;-729;-0.729;CL;3;1;20;2;
-0.00021;-729;-0.729;CL;3;1;20;2;
-0.0000477;-437.4;-0.437;CL;3;1;20;2;
0;0;0;CL;3;1;20;3;
0.00061;5589;5.59;CL;3;1;20;3;
0.003;9315;9.32;CL;3;1;20;3;
0.0042;9315;9.32;CL;3;1;20;3;
-0.00015;-1350;-1.35;N;3;1;20;2;
-0.0001;-1350;-1.35;N;3;1;20;2;
-0.0000295;-810;-0.81;N;3;1;20;2;
0;0;0;N;3;1;20;4;
0.000327;9000;9;N;3;1;20;4;
0.002;15000;15;N;3;1;20;4;
0.0035;15000;15;N;3;1;20;4;
-0.00027;-1350;-1.35;NL;3;1;20;2;
-0.00021;-1350;-1.35;NL;3;1;20;2;
-0.0000884;-810;-0.81;NL;3;1;20;2;
0;0;0;NL;3;1;20;5;
0.000982;9000;9;NL;3;1;20;5;
0.003;15000;15;NL;3;1;20;5;
0.0042;15000;15;NL;3;1;20;5;
-0.00015;-675;-0.675;C;1;2;20;2;
-0.00008;-675;-0.675;C;1;2;20;2;
0;0;0;C;1;2;20;1;
0.0015;7650;7.65;C;1;2;20;1;
0.0035;7650;7.65;C;1;2;20;1;
-0.00036;-729;-0.729;CL;1;2;20;2;
-0.00026;-729;-0.729;CL;1;2;20;2;
0;0;0;CL;1;2;20;3;
0.0034;9315;9.32;CL;1;2;20;3;
0.0056;9315;9.32;CL;1;2;20;3;
-0.00015;-1350;-1.35;N;1;2;20;2;
-0.00008;-1350;-1.35;N;1;2;20;2;
0;0;0;N;1;2;20;4;
0.0015;15000;15;N;1;2;20;4;
0.0035;15000;15;N;1;2;20;4;
-0.00036;-1350;-1.35;NL;1;2;20;2;
-0.00026;-1350;-1.35;NL;1;2;20;2;
0;0;0;NL;1;2;20;5;
0.0034;15000;15;NL;1;2;20;5;
0.0056;15000;15;NL;1;2;20;5;
-0.00015;-675;-0.675;C;2;2;20;2;
-0.00008;-675;-0.675;C;2;2;20;2;
0;0;0;C;2;2;20;1;
0.0015;7650;7.65;C;2;2;20;1;
0.0035;7650;7.65;C;2;2;20;1;
-0.00031;-729;-0.729;CL;2;2;20;2;
-0.00022;-729;-0.729;CL;2;2;20;2;
0;0;0;CL;2;2;20;3;
0.0028;9315;9.32;CL;2;2;20;3;
0.0048;9315;9.32;CL;2;2;20;3;
-0.00015;-1350;-1.35;N;2;2;20;2;
-0.00008;-1350;-1.35;N;2;2;20;2;
0;0;0;N;2;2;20;4;
0.0015;15000;15;N;2;2;20;4;
0.0035;15000;15;N;2;2;20;4;
-0.00031;-1350;-1.35;NL;2;2;20;2;
-0.00022;-1350;-1.35;NL;2;2;20;2;
0;0;0;NL;2;2;20;5;
0.0028;15000;15;NL;2;2;20;5;
0.0048;15000;15;NL;2;2;20;5;
-0.00015;-675;-0.675;C;3;2;20;2;
-0.00008;-675;-0.675;C;3;2;20;2;
0;0;0;C;3;2;20;1;
0.0015;7650;7.65;C;3;2;20;1;
0.0035;7650;7.65;C;3;2;20;1;
-0.00027;-729;-0.729;CL;3;2;20;2;
-0.00019;-729;-0.729;CL;3;2;20;2;
0;0;0;CL;3;2;20;3;
0.0024;9315;9.32;CL;3;2;20;3;
0.0042;9315;9.32;CL;3;2;20;3;
-0.00015;-1350;-1.35;N;3;2;20;2;
-0.00008;-1350;-1.35;N;3;2;20;2;
0;0;0;N;3;2;20;4;
0.0015;15000;15;N;3;2;20;4;
0.0035;15000;15;N;3;2;20;4;
-0.00027;-1350;-1.35;NL;3;2;20;2;
-0.00019;-1350;-1.35;NL;3;2;20;2;
0;0;0;NL;3;2;20;5;
0.0024;15000;15;NL;3;2;20;5;
0.0042;15000;15;NL;3;2;20;5;
-0.00015;-945;-0.945;C;2;1;25;2;
-0.0001;-945;-0.945;C;2;1;25;2;
-0.0000189;-567;-0.567;C;2;1;25;2;
0;0;0;C;2;1;25;1;
0.000261;7830;7.83;C;2;1;25;1;
0.002;13050;13.05;C;2;1;25;1;
0.0035;13050;13.05;C;2;1;25;1;
-0.00031;-851;-0.8505;CL;2;1;25;2;
-0.00024;-851;-0.8505;CL;2;1;25;2;
-0.0000595;-510;-0.5103;CL;2;1;25;2;
0;0;0;CL;2;1;25;3;
0.000822;7050;7.047;CL;2;1;25;3;
0.0034;11745;11.745;CL;2;1;25;3;
0.0048;11745;11.745;CL;2;1;25;3;
-0.00015;-1550;-1.55;N;2;1;25;2;
-0.0001;-1550;-1.55;N;2;1;25;2;
-0.000031;-930;-0.93;N;2;1;25;2;
0;0;0;N;2;1;25;4;
0.00037;11100;11.1;N;2;1;25;4;
0.002;18500;18.5;N;2;1;25;4;
0.0035;18500;18.5;N;2;1;25;4;
-0.00031;-1550;-1.55;NL;2;1;25;2;
-0.00024;-1550;-1.55;NL;2;1;25;2;
-0.000109;-930;-0.93;NL;2;1;25;2;
0;0;0;NL;2;1;25;5;
0.001295;11100;11.1;NL;2;1;25;5;
0.0034;18500;18.5;NL;2;1;25;5;
0.0048;18500;18.5;NL;2;1;25;5;
-0.00015;-945;-0.945;C;1;1;25;2;
-0.0001;-945;-0.945;C;1;1;25;2;
-0.0000189;-567;-0.567;C;1;1;25;2;
0;0;0;C;1;1;25;1;
0.000261;7830;7.83;C;1;1;25;1;
0.002;13050;13.05;C;1;1;25;1;
0.0035;13050;13.05;C;1;1;25;1;
-0.00036;-851;-0.8505;CL;1;1;25;2;
-0.00028;-851;-0.8505;CL;1;1;25;2;
-0.0000782;-510;-0.5103;CL;1;1;25;2;
0;0;0;CL;1;1;25;3;
0.00108054;7047;7.047;CL;1;1;25;3;
0.004;11745;11.745;CL;1;1;25;3;
0.0056;11745;11.745;CL;1;1;25;3;
-0.00015;-1550;-1.55;N;1;1;25;2;
-0.0001;-1550;-1.55;N;1;1;25;2;
-0.000031;-930;-0.93;N;1;1;25;2;
0;0;0;N;1;1;25;4;
0.00037;11100;11.1;N;1;1;25;4;
0.002;18500;18.5;N;1;1;25;4;
0.0035;18500;18.5;N;1;1;25;4;
-0.00036;-1550;-1.55;NL;1;1;25;2;
-0.00028;-1550;-1.55;NL;1;1;25;2;
-0.000143;-930;-0.93;NL;1;1;25;2;
0;0;0;NL;1;1;25;5;
0.001702;11100;11.1;NL;1;1;25;5;
0.004;18500;18.5;NL;1;1;25;5;
0.0056;18500;18.5;NL;1;1;25;5;
-0.00015;-945;-0.945;C;3;1;25;2;
-0.0001;-945;-0.945;C;3;1;25;2;
-0.0000189;-567;-0.567;C;3;1;25;2;
0;0;0;C;3;1;25;1;
0.000261;7830;7.83;C;3;1;25;1;
0.002;13050;13.05;C;3;1;25;1;
0.0035;13050;13.05;C;3;1;25;1;
-0.00027;-851;-0.8505;CL;3;1;25;2;
-0.00021;-851;-0.8505;CL;3;1;25;2;
-0.0000476;-510;-0.5103;CL;3;1;25;2;
0;0;0;CL;3;1;25;3;
0.000658;7050;7.047;CL;3;1;25;3;
0.003;11745;11.745;CL;3;1;25;3;
0.0042;11745;11.745;CL;3;1;25;3;
-0.00015;-1550;-1.55;N;3;1;25;2;
-0.0001;-1550;-1.55;N;3;1;25;2;
-0.000031;-930;-0.93;N;3;1;25;2;
0;0;0;N;3;1;25;4;
0.00037;11100;11.1;N;3;1;25;4;
0.002;18500;18.5;N;3;1;25;4;
0.0035;18500;18.5;N;3;1;25;4;
-0.00027;-1550;-1.55;NL;3;1;25;2;
-0.00021;-1550;-1.55;NL;3;1;25;2;
-0.0000868;-930;-0.93;NL;3;1;25;2;
0;0;0;NL;3;1;25;5;
0.001036;11100;11.1;NL;3;1;25;5;
0.003;18500;18.5;NL;3;1;25;5;
0.0042;18500;18.5;NL;3;1;25;5;
-0.00015;-945;-0.945;C;1;2;25;2;
-0.00008;-945;-0.945;C;1;2;25;2;
0;0;0;C;1;2;25;1;
0.0015;13050;13.05;C;1;2;25;1;
0.0035;13050;13.05;C;1;2;25;1;
-0.00036;-850.5;-0.8505;CL;1;2;25;2;
-0.00026;-850.5;-0.8505;CL;1;2;25;2;
0;0;0;CL;1;2;25;3;
0.0034;11745;11.745;CL;1;2;25;3;
0.0056;11745;11.745;CL;1;2;25;3;
-0.00015;-1550;-1.55;N;1;2;25;2;
-0.00008;-1550;-1.55;N;1;2;25;2;
0;0;0;N;1;2;25;4;
0.0015;18500;18.5;N;1;2;25;4;
0.0035;18500;18.5;N;1;2;25;4;
-0.00036;-1550;-1.55;NL;1;2;25;2;
-0.00026;-1550;-1.55;NL;1;2;25;2;
0;0;0;NL;1;2;25;5;
0.0034;18500;18.5;NL;1;2;25;5;
0.0056;18500;18.5;NL;1;2;25;5;
-0.00015;-945;-0.945;C;2;2;25;2;
-0.00008;-945;-0.945;C;2;2;25;2;
0;0;0;C;2;2;25;1;
0.0015;13050;13.05;C;2;2;25;1;
0.0035;13050;13.05;C;2;2;25;1;
-0.00031;-850.5;-0.8505;CL;2;2;25;2;
-0.00022;-850.5;-0.8505;CL;2;2;25;2;
0;0;0;CL;2;2;25;3;
0.0028;11745;11.745;CL;2;2;25;3;
0.0048;11745;11.745;CL;2;2;25;3;
-0.00015;-1550;-1.55;N;2;2;25;2;
-0.00008;-1550;-1.55;N;2;2;25;2;
0;0;0;N;2;2;25;4;
0.0015;18500;18.5;N;2;2;25;4;
0.0035;18500;18.5;N;2;2;25;4;
-0.00031;-1550;-1.55;NL;2;2;25;2;
-0.00022;-1550;-1.55;NL;2;2;25;2;
0;0;0;NL;2;2;25;5;
0.0028;18500;18.5;NL;2;2;25;5;
0.0048;18500;18.5;NL;2;2;25;5;
-0.00015;-945;-0.945;C;3;2;25;2;
-0.00008;-945;-0.945;C;3;2;25;2;
0;0;0;C;3;2;25;1;
0.0015;13050;13.05;C;3;2;25;1;
0.0035;13050;13.05;C;3;2;25;1;
-0.00027;-850.5;-0.8505;CL;3;2;25;2;
-0.00019;-850.5;-0.8505;CL;3;2;25;2;
0;0;0;CL;3;2;25;3;
0.0024;11745;11.745;CL;3;2;25;3;
0.0042;11745;11.745;CL;3;2;25;3;
-0.00015;-1550;-1.55;N;3;2;25;2;
-0.00008;-1550;-1.55;N;3;2;25;2;
0;0;0;N;3;2;25;4;
0.0015;18500;18.5;N;3;2;25;4;
0.0035;18500;18.5;N;3;2;25;4;
-0.00027;-1550;-1.55;NL;3;2;25;2;
-0.00019;-1550;-1.55;NL;3;2;25;2;
0;0;0;NL;3;2;25;5;
0.0024;18500;18.5;NL;3;2;25;5;
0.0042;18500;18.5;NL;3;2;25;5;
-0.00015;-1040;-1.04;C;1;1;30;2;
-0.0001;-1040;-1.04;C;1;1;30;2;
-0.0000191;-621;-0.621;C;1;1;30;2;
0;0;0;C;1;1;30;1;
0.000282;9180;9.18;C;1;1;30;1;
0.002;15300;15.3;C;1;1;30;1;
0.0035;15300;15.3;C;1;1;30;1;
-0.00036;-932;-0.932;CL;1;1;30;2;
-0.00028;-932;-0.932;CL;1;1;30;2;
-0.0000722;-559;-0.559;CL;1;1;30;2;
0;0;0;CL;1;1;30;3;
0.00107;8260;8.26;CL;1;1;30;3;
0.004;13770;13.8;CL;1;1;30;3;
0.0056;13770;13.8;CL;1;1;30;3;
-0.00015;-1750;-1.75;N;1;1;30;2;
-0.0001;-1750;-1.75;N;1;1;30;2;
-0.0000323;-1050;-1.05;N;1;1;30;2;
0;0;0;N;1;1;30;4;
0.000406;13200;13.2;N;1;1;30;4;
0.002;22000;22;N;1;1;30;4;
0.0035;22000;22;N;1;1;30;4;
